,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
403,403,2016-08-07,19.0,54.0,1.0,32.0,1.0,14.0,50.0,123.0,29.0,30.0,9.0,82.0,3.0,6.0,23.0,15.0,11.0,5.0,7.0,5.0,9.0,49.0,15.0,24.0,136.0,39.0,31.0,21.0,38.0,8.0,11.0,9.0,8.0,15.0,15.0,1.0,5.0,6.0,49.0,4.0,128.0,67.0,6.0,12.0,29.0,11.0,4.0,55.0
404,404,2016-08-08,26.0,15.0,5.0,21.0,2.0,29.0,23.0,93.0,44.0,20.0,13.0,7.0,7.0,13.0,25.0,22.0,72.0,15.0,11.0,4.0,11.0,38.0,58.0,22.0,784.0,24.0,17.0,32.0,28.0,7.0,18.0,3.0,9.0,87.0,9.0,11.0,5.0,12.0,224.0,6.0,87.0,36.0,7.0,65.0,24.0,10.0,11.0,51.0
405,405,2016-08-09,41.0,39.0,6.0,16.0,6.0,15.0,7.0,43.0,65.0,27.0,46.0,5.0,1.0,11.0,28.0,13.0,14.0,8.0,8.0,73.0,11.0,37.0,16.0,40.0,876.0,41.0,26.0,16.0,23.0,8.0,8.0,3.0,11.0,16.0,7.0,4.0,2.0,9.0,199.0,11.0,22.0,33.0,8.0,28.0,15.0,7.0,8.0,46.0
406,406,2016-08-10,23.0,19.0,7.0,23.0,6.0,18.0,11.0,37.0,28.0,26.0,10.0,4.0,5.0,42.0,173.0,31.0,19.0,10.0,17.0,10.0,12.0,21.0,16.0,19.0,859.0,34.0,43.0,28.0,32.0,11.0,22.0,17.0,18.0,14.0,34.0,21.0,9.0,9.0,161.0,14.0,36.0,35.0,9.0,78.0,18.0,12.0,7.0,28.0
407,407,2016-08-11,30.0,17.0,13.0,15.0,2.0,48.0,14.0,137.0,35.0,30.0,378.0,8.0,4.0,14.0,28.0,22.0,19.0,11.0,9.0,27.0,12.0,32.0,40.0,18.0,124.0,24.0,26.0,26.0,31.0,15.0,16.0,5.0,10.0,13.0,16.0,16.0,9.0,24.0,97.0,9.0,74.0,41.0,9.0,18.0,15.0,9.0,10.0,35.0
408,408,2016-08-12,55.0,60.0,3.0,55.0,1.0,14.0,11.0,35.0,22.0,27.0,224.0,3.0,4.0,22.0,39.0,56.0,14.0,14.0,16.0,19.0,17.0,27.0,9.0,67.0,90.0,22.0,48.0,22.0,30.0,13.0,30.0,3.0,17.0,28.0,18.0,34.0,14.0,17.0,47.0,9.0,95.0,55.0,14.0,9.0,35.0,18.0,8.0,74.0
409,409,2016-08-13,17.0,12.0,5.0,17.0,3.0,21.0,54.0,64.0,37.0,31.0,119.0,10.0,10.0,12.0,32.0,22.0,15.0,10.0,17.0,11.0,11.0,31.0,14.0,31.0,32.0,37.0,39.0,24.0,37.0,12.0,14.0,4.0,11.0,29.0,22.0,11.0,5.0,13.0,160.0,7.0,364.0,256.0,10.0,14.0,18.0,13.0,11.0,45.0
410,410,2016-08-14,24.0,77.0,6.0,17.0,2.0,14.0,30.0,59.0,43.0,19.0,34.0,9.0,15.0,21.0,23.0,26.0,10.0,15.0,21.0,5.0,13.0,183.0,11.0,61.0,167.0,16.0,98.0,26.0,26.0,8.0,21.0,2.0,12.0,14.0,14.0,5.0,4.0,10.0,141.0,10.0,68.0,60.0,12.0,19.0,33.0,13.0,8.0,48.0
411,411,2016-08-15,14.0,63.0,2.0,15.0,3.0,20.0,37.0,87.0,34.0,21.0,31.0,9.0,4.0,7.0,29.0,44.0,67.0,13.0,8.0,25.0,5.0,352.0,20.0,29.0,44.0,10.0,26.0,21.0,24.0,12.0,19.0,5.0,13.0,13.0,15.0,11.0,6.0,11.0,172.0,5.0,25.0,94.0,12.0,12.0,29.0,7.0,14.0,41.0
412,412,2016-08-16,12.0,12.0,4.0,7.0,4.0,8.0,6.0,84.0,18.0,19.0,12.0,12.0,3.0,11.0,40.0,14.0,9.0,7.0,40.0,7.0,11.0,109.0,26.0,22.0,22.0,22.0,13.0,13.0,22.0,15.0,11.0,4.0,9.0,42.0,10.0,47.0,7.0,7.0,183.0,7.0,53.0,51.0,4.0,7.0,42.0,12.0,7.0,38.0
413,413,2016-08-17,49.0,9.0,1.0,13.0,3.0,10.0,9.0,67.0,24.0,30.0,6.0,11.0,12.0,17.0,42.0,46.0,75.0,7.0,13.0,86.0,9.0,57.0,14.0,31.0,396.0,49.0,38.0,20.0,12.0,6.0,15.0,7.0,7.0,14.0,20.0,4.0,3.0,7.0,138.0,8.0,22.0,183.0,3.0,12.0,13.0,19.0,6.0,45.0
414,414,2016-08-18,42.0,34.0,2.0,11.0,2.0,21.0,19.0,138.0,33.0,18.0,18.0,21.0,3.0,13.0,21.0,33.0,16.0,6.0,10.0,17.0,20.0,53.0,19.0,31.0,165.0,49.0,24.0,9.0,17.0,9.0,15.0,5.0,10.0,14.0,12.0,17.0,5.0,15.0,199.0,7.0,24.0,141.0,9.0,17.0,21.0,103.0,4.0,33.0
415,415,2016-08-19,37.0,30.0,7.0,11.0,0.0,19.0,15.0,156.0,27.0,20.0,33.0,23.0,5.0,15.0,26.0,19.0,18.0,11.0,14.0,15.0,4.0,25.0,14.0,43.0,96.0,48.0,19.0,13.0,22.0,9.0,14.0,9.0,15.0,23.0,31.0,37.0,13.0,12.0,110.0,14.0,17.0,179.0,8.0,17.0,23.0,58.0,12.0,35.0
416,416,2016-08-20,13.0,13.0,2.0,8.0,13.0,7.0,23.0,62.0,38.0,19.0,74.0,9.0,7.0,7.0,18.0,15.0,50.0,4.0,10.0,20.0,9.0,30.0,6.0,27.0,56.0,38.0,44.0,14.0,25.0,9.0,12.0,7.0,9.0,16.0,7.0,38.0,2.0,17.0,183.0,4.0,18.0,178.0,5.0,10.0,11.0,10.0,7.0,30.0
417,417,2016-08-21,30.0,20.0,2.0,22.0,4.0,10.0,97.0,200.0,18.0,25.0,8.0,7.0,4.0,11.0,39.0,9.0,17.0,3.0,7.0,7.0,17.0,35.0,9.0,51.0,227.0,44.0,47.0,13.0,15.0,5.0,11.0,6.0,16.0,57.0,19.0,7.0,5.0,8.0,190.0,4.0,47.0,41.0,6.0,11.0,15.0,25.0,3.0,29.0
418,418,2016-08-22,20.0,29.0,4.0,5.0,2.0,18.0,11.0,73.0,27.0,47.0,7.0,9.0,3.0,11.0,43.0,17.0,35.0,4.0,12.0,16.0,33.0,13.0,11.0,17.0,141.0,17.0,18.0,9.0,11.0,10.0,13.0,2.0,7.0,14.0,11.0,8.0,4.0,7.0,361.0,4.0,36.0,94.0,3.0,5.0,11.0,7.0,4.0,41.0
419,419,2016-08-23,33.0,10.0,4.0,7.0,4.0,11.0,26.0,110.0,28.0,28.0,12.0,7.0,6.0,10.0,42.0,10.0,69.0,21.0,12.0,7.0,21.0,24.0,10.0,19.0,118.0,18.0,41.0,13.0,38.0,11.0,13.0,7.0,7.0,19.0,7.0,11.0,2.0,6.0,300.0,7.0,21.0,96.0,5.0,8.0,17.0,13.0,7.0,36.0
420,420,2016-08-24,20.0,14.0,2.0,18.0,3.0,18.0,9.0,135.0,60.0,32.0,11.0,39.0,4.0,11.0,46.0,73.0,18.0,3.0,13.0,8.0,16.0,29.0,14.0,23.0,54.0,29.0,20.0,12.0,45.0,4.0,14.0,8.0,8.0,29.0,17.0,8.0,1.0,9.0,195.0,6.0,21.0,82.0,9.0,11.0,14.0,8.0,7.0,26.0
421,421,2016-08-25,14.0,23.0,5.0,9.0,3.0,15.0,10.0,145.0,31.0,32.0,12.0,8.0,22.0,6.0,36.0,30.0,17.0,7.0,11.0,28.0,14.0,17.0,8.0,16.0,91.0,38.0,29.0,10.0,30.0,10.0,12.0,5.0,12.0,48.0,12.0,4.0,4.0,26.0,83.0,6.0,63.0,95.0,9.0,12.0,17.0,11.0,10.0,37.0
422,422,2016-08-26,40.0,15.0,3.0,13.0,1.0,12.0,21.0,151.0,40.0,21.0,8.0,8.0,5.0,12.0,29.0,24.0,11.0,11.0,10.0,94.0,39.0,22.0,8.0,22.0,62.0,40.0,23.0,17.0,26.0,14.0,19.0,5.0,15.0,22.0,13.0,11.0,8.0,9.0,98.0,11.0,22.0,211.0,6.0,19.0,11.0,7.0,8.0,42.0
423,423,2016-08-27,15.0,12.0,2.0,27.0,3.0,10.0,30.0,87.0,30.0,37.0,13.0,11.0,2.0,12.0,22.0,28.0,18.0,6.0,8.0,12.0,15.0,15.0,11.0,23.0,37.0,15.0,34.0,13.0,20.0,7.0,23.0,6.0,8.0,16.0,13.0,13.0,2.0,17.0,88.0,5.0,21.0,40.0,6.0,15.0,22.0,20.0,3.0,36.0
424,424,2016-08-28,18.0,25.0,3.0,15.0,5.0,8.0,38.0,66.0,36.0,17.0,19.0,12.0,5.0,13.0,34.0,22.0,10.0,9.0,9.0,10.0,19.0,26.0,70.0,22.0,33.0,12.0,23.0,17.0,29.0,10.0,16.0,6.0,11.0,21.0,18.0,17.0,5.0,12.0,91.0,8.0,29.0,97.0,11.0,11.0,31.0,17.0,12.0,54.0
425,425,2016-08-29,26.0,22.0,5.0,19.0,2.0,12.0,8.0,92.0,35.0,26.0,9.0,7.0,5.0,9.0,39.0,18.0,15.0,6.0,13.0,46.0,16.0,19.0,35.0,11.0,69.0,12.0,159.0,13.0,20.0,10.0,15.0,4.0,6.0,24.0,16.0,6.0,2.0,14.0,49.0,5.0,20.0,43.0,9.0,10.0,36.0,26.0,6.0,35.0
426,426,2016-08-30,8.0,144.0,4.0,7.0,3.0,15.0,11.0,85.0,21.0,26.0,10.0,6.0,4.0,12.0,33.0,19.0,15.0,4.0,20.0,15.0,31.0,28.0,10.0,86.0,29.0,21.0,40.0,10.0,29.0,9.0,13.0,7.0,7.0,31.0,37.0,20.0,7.0,15.0,74.0,7.0,16.0,69.0,8.0,8.0,21.0,33.0,8.0,48.0
427,427,2016-08-31,25.0,31.0,2.0,9.0,2.0,9.0,14.0,77.0,27.0,23.0,13.0,8.0,2.0,7.0,28.0,36.0,10.0,3.0,14.0,37.0,26.0,17.0,14.0,29.0,100.0,19.0,14.0,32.0,23.0,14.0,16.0,7.0,9.0,39.0,13.0,16.0,4.0,12.0,33.0,7.0,14.0,38.0,9.0,9.0,23.0,5.0,5.0,28.0
428,428,2016-09-01,21.0,31.0,5.0,14.0,4.0,19.0,11.0,87.0,26.0,32.0,20.0,6.0,8.0,11.0,36.0,17.0,15.0,9.0,11.0,12.0,15.0,21.0,12.0,27.0,67.0,33.0,66.0,18.0,25.0,15.0,9.0,11.0,17.0,16.0,20.0,15.0,13.0,13.0,42.0,6.0,24.0,51.0,4.0,15.0,24.0,55.0,3.0,37.0
429,429,2016-09-02,20.0,17.0,7.0,14.0,3.0,19.0,32.0,91.0,29.0,23.0,22.0,8.0,5.0,20.0,23.0,24.0,109.0,6.0,18.0,43.0,38.0,17.0,20.0,28.0,47.0,19.0,45.0,16.0,21.0,13.0,9.0,3.0,7.0,14.0,119.0,12.0,6.0,9.0,48.0,7.0,19.0,69.0,2.0,13.0,28.0,15.0,11.0,28.0
430,430,2016-09-03,25.0,66.0,5.0,9.0,39.0,16.0,54.0,23.0,22.0,14.0,42.0,4.0,3.0,15.0,19.0,121.0,22.0,7.0,11.0,28.0,23.0,14.0,8.0,20.0,20.0,11.0,21.0,11.0,26.0,11.0,17.0,5.0,5.0,33.0,21.0,10.0,2.0,14.0,63.0,5.0,30.0,41.0,9.0,7.0,19.0,11.0,10.0,48.0
431,431,2016-09-04,19.0,78.0,2.0,16.0,4.0,13.0,65.0,48.0,35.0,22.0,11.0,31.0,5.0,17.0,44.0,22.0,16.0,7.0,62.0,20.0,26.0,16.0,17.0,41.0,106.0,15.0,18.0,17.0,27.0,17.0,7.0,4.0,8.0,66.0,8.0,32.0,3.0,16.0,50.0,13.0,19.0,96.0,7.0,12.0,18.0,10.0,14.0,41.0
432,432,2016-09-05,23.0,19.0,7.0,11.0,3.0,17.0,22.0,87.0,22.0,24.0,13.0,21.0,3.0,11.0,32.0,33.0,37.0,11.0,12.0,16.0,14.0,21.0,16.0,21.0,51.0,14.0,17.0,14.0,25.0,11.0,20.0,13.0,10.0,17.0,20.0,18.0,6.0,11.0,85.0,10.0,19.0,128.0,15.0,11.0,20.0,19.0,9.0,111.0
433,433,2016-09-06,18.0,44.0,6.0,7.0,1.0,16.0,28.0,37.0,31.0,28.0,15.0,5.0,6.0,27.0,46.0,20.0,49.0,22.0,24.0,11.0,26.0,16.0,39.0,27.0,33.0,32.0,31.0,23.0,28.0,11.0,18.0,6.0,20.0,18.0,19.0,48.0,9.0,11.0,95.0,8.0,63.0,54.0,11.0,13.0,26.0,11.0,10.0,44.0
434,434,2016-09-07,19.0,43.0,11.0,14.0,5.0,17.0,21.0,35.0,24.0,21.0,21.0,14.0,7.0,14.0,33.0,26.0,15.0,10.0,16.0,21.0,21.0,50.0,208.0,33.0,39.0,11.0,20.0,18.0,15.0,21.0,20.0,13.0,9.0,45.0,22.0,22.0,11.0,16.0,57.0,8.0,51.0,62.0,8.0,10.0,74.0,14.0,11.0,45.0
435,435,2016-09-08,18.0,35.0,10.0,13.0,5.0,16.0,12.0,53.0,34.0,28.0,7.0,7.0,3.0,6.0,31.0,11.0,18.0,5.0,10.0,8.0,20.0,52.0,23.0,50.0,60.0,12.0,39.0,10.0,20.0,11.0,9.0,17.0,7.0,42.0,13.0,45.0,6.0,11.0,35.0,3.0,21.0,25.0,11.0,9.0,21.0,5.0,5.0,49.0
436,436,2016-09-09,55.0,13.0,5.0,11.0,5.0,44.0,12.0,56.0,15.0,19.0,11.0,83.0,7.0,13.0,20.0,21.0,21.0,9.0,9.0,7.0,18.0,104.0,11.0,20.0,94.0,16.0,45.0,8.0,16.0,11.0,6.0,2.0,10.0,25.0,40.0,23.0,6.0,7.0,32.0,5.0,18.0,83.0,9.0,9.0,14.0,17.0,9.0,63.0
437,437,2016-09-10,16.0,13.0,19.0,9.0,5.0,16.0,15.0,49.0,47.0,25.0,14.0,12.0,4.0,14.0,25.0,122.0,78.0,8.0,12.0,6.0,18.0,36.0,8.0,19.0,19.0,22.0,27.0,10.0,14.0,11.0,9.0,8.0,6.0,85.0,40.0,27.0,4.0,12.0,28.0,11.0,20.0,26.0,3.0,5.0,16.0,11.0,8.0,45.0
438,438,2016-09-11,65.0,25.0,7.0,9.0,8.0,19.0,18.0,35.0,45.0,29.0,12.0,7.0,1.0,6.0,24.0,27.0,14.0,9.0,7.0,28.0,18.0,43.0,11.0,23.0,127.0,8.0,11.0,11.0,19.0,13.0,7.0,4.0,7.0,30.0,12.0,69.0,5.0,15.0,28.0,10.0,119.0,62.0,6.0,11.0,9.0,46.0,12.0,45.0
439,439,2016-09-12,11.0,15.0,11.0,9.0,15.0,6.0,4.0,66.0,27.0,12.0,12.0,10.0,7.0,3.0,23.0,7.0,18.0,5.0,122.0,10.0,15.0,39.0,15.0,14.0,25.0,15.0,43.0,10.0,21.0,12.0,14.0,6.0,5.0,10.0,18.0,29.0,1.0,4.0,34.0,1.0,14.0,26.0,7.0,1.0,29.0,3.0,9.0,42.0
440,440,2016-09-13,11.0,37.0,4.0,11.0,13.0,11.0,7.0,44.0,36.0,28.0,11.0,10.0,5.0,7.0,29.0,19.0,12.0,3.0,9.0,18.0,27.0,31.0,17.0,12.0,19.0,19.0,64.0,11.0,19.0,8.0,11.0,6.0,15.0,43.0,13.0,28.0,7.0,13.0,22.0,4.0,98.0,74.0,8.0,4.0,14.0,63.0,4.0,38.0
441,441,2016-09-14,13.0,38.0,10.0,15.0,63.0,23.0,10.0,43.0,27.0,31.0,7.0,6.0,4.0,8.0,24.0,28.0,33.0,7.0,9.0,5.0,15.0,15.0,14.0,26.0,28.0,21.0,32.0,12.0,25.0,9.0,5.0,6.0,9.0,10.0,15.0,85.0,3.0,4.0,37.0,2.0,15.0,31.0,14.0,37.0,36.0,7.0,4.0,34.0
442,442,2016-09-15,20.0,22.0,3.0,28.0,2.0,30.0,30.0,64.0,29.0,32.0,19.0,6.0,2.0,14.0,14.0,14.0,14.0,6.0,14.0,6.0,60.0,23.0,16.0,41.0,24.0,28.0,32.0,11.0,48.0,14.0,17.0,6.0,10.0,73.0,21.0,25.0,0.0,8.0,50.0,6.0,25.0,68.0,26.0,22.0,25.0,10.0,9.0,39.0
443,443,2016-09-16,21.0,28.0,4.0,10.0,2.0,13.0,16.0,193.0,32.0,25.0,87.0,11.0,1.0,7.0,26.0,23.0,12.0,17.0,16.0,14.0,33.0,14.0,13.0,19.0,31.0,8.0,16.0,10.0,27.0,13.0,8.0,8.0,8.0,13.0,9.0,24.0,8.0,15.0,38.0,7.0,36.0,28.0,20.0,11.0,21.0,14.0,16.0,39.0
444,444,2016-09-17,13.0,19.0,6.0,24.0,3.0,14.0,45.0,43.0,32.0,18.0,10.0,7.0,4.0,17.0,24.0,28.0,13.0,11.0,12.0,12.0,49.0,32.0,13.0,28.0,719.0,30.0,72.0,11.0,19.0,4.0,18.0,5.0,14.0,10.0,18.0,101.0,5.0,11.0,72.0,5.0,30.0,41.0,6.0,7.0,13.0,22.0,10.0,41.0
445,445,2016-09-18,24.0,46.0,3.0,8.0,6.0,17.0,30.0,147.0,33.0,39.0,11.0,6.0,5.0,4.0,29.0,16.0,13.0,12.0,28.0,21.0,36.0,13.0,12.0,19.0,46.0,15.0,130.0,15.0,15.0,13.0,17.0,12.0,5.0,16.0,21.0,13.0,5.0,14.0,33.0,6.0,30.0,74.0,8.0,4.0,28.0,11.0,10.0,61.0
446,446,2016-09-19,20.0,24.0,4.0,20.0,10.0,15.0,15.0,75.0,30.0,25.0,10.0,15.0,2.0,15.0,20.0,10.0,24.0,5.0,9.0,56.0,16.0,22.0,6.0,30.0,44.0,16.0,19.0,12.0,46.0,11.0,13.0,4.0,10.0,25.0,10.0,23.0,6.0,9.0,38.0,12.0,12.0,41.0,12.0,16.0,28.0,10.0,12.0,36.0
447,447,2016-09-20,13.0,22.0,8.0,19.0,2.0,15.0,33.0,66.0,27.0,15.0,7.0,5.0,6.0,8.0,36.0,21.0,13.0,7.0,5.0,48.0,15.0,13.0,28.0,25.0,10.0,10.0,70.0,14.0,20.0,12.0,6.0,4.0,12.0,12.0,28.0,12.0,5.0,7.0,55.0,2.0,16.0,35.0,6.0,9.0,22.0,10.0,6.0,38.0
448,448,2016-09-21,32.0,43.0,10.0,12.0,8.0,15.0,12.0,27.0,29.0,27.0,6.0,8.0,1.0,15.0,27.0,16.0,14.0,9.0,31.0,19.0,17.0,13.0,12.0,21.0,18.0,30.0,72.0,11.0,21.0,9.0,15.0,7.0,9.0,10.0,37.0,26.0,4.0,4.0,41.0,9.0,20.0,53.0,14.0,13.0,35.0,16.0,10.0,29.0
449,449,2016-09-22,16.0,58.0,3.0,31.0,4.0,18.0,4.0,18.0,34.0,23.0,9.0,3.0,15.0,10.0,46.0,20.0,27.0,8.0,14.0,9.0,19.0,21.0,16.0,12.0,39.0,21.0,33.0,12.0,30.0,9.0,13.0,4.0,4.0,9.0,13.0,22.0,4.0,10.0,46.0,3.0,16.0,38.0,22.0,8.0,15.0,26.0,7.0,64.0
450,450,2016-09-23,10.0,26.0,3.0,14.0,3.0,15.0,6.0,120.0,31.0,37.0,4.0,18.0,8.0,17.0,70.0,16.0,19.0,12.0,8.0,9.0,19.0,17.0,14.0,26.0,18.0,20.0,28.0,17.0,18.0,10.0,9.0,12.0,6.0,14.0,14.0,8.0,5.0,12.0,45.0,10.0,28.0,48.0,17.0,6.0,14.0,20.0,8.0,52.0
451,451,2016-09-24,13.0,20.0,1.0,9.0,3.0,22.0,18.0,29.0,27.0,28.0,10.0,8.0,2.0,15.0,34.0,42.0,31.0,11.0,2.0,16.0,20.0,33.0,18.0,33.0,15.0,17.0,40.0,9.0,29.0,6.0,11.0,5.0,11.0,13.0,13.0,32.0,1.0,3.0,30.0,7.0,41.0,116.0,14.0,8.0,26.0,9.0,9.0,57.0
452,452,2016-09-25,44.0,27.0,10.0,40.0,6.0,19.0,10.0,25.0,28.0,23.0,9.0,16.0,3.0,5.0,39.0,35.0,79.0,6.0,4.0,34.0,27.0,12.0,13.0,21.0,17.0,12.0,23.0,9.0,33.0,10.0,13.0,2.0,6.0,93.0,30.0,186.0,11.0,9.0,21.0,8.0,57.0,78.0,12.0,3.0,19.0,14.0,15.0,121.0
453,453,2016-09-26,17.0,35.0,5.0,15.0,4.0,18.0,43.0,64.0,25.0,22.0,10.0,6.0,5.0,11.0,37.0,15.0,43.0,14.0,7.0,3.0,16.0,12.0,18.0,50.0,23.0,7.0,36.0,10.0,14.0,9.0,11.0,5.0,10.0,27.0,15.0,23.0,7.0,7.0,41.0,8.0,123.0,52.0,11.0,12.0,28.0,11.0,4.0,39.0
454,454,2016-09-27,13.0,20.0,4.0,83.0,1.0,15.0,10.0,65.0,24.0,41.0,6.0,3.0,7.0,6.0,46.0,20.0,24.0,7.0,5.0,6.0,62.0,18.0,13.0,26.0,25.0,23.0,17.0,6.0,23.0,15.0,7.0,2.0,11.0,16.0,24.0,23.0,2.0,6.0,108.0,4.0,85.0,90.0,15.0,26.0,38.0,9.0,4.0,39.0
455,455,2016-09-28,72.0,31.0,4.0,60.0,5.0,19.0,52.0,90.0,34.0,23.0,7.0,10.0,22.0,9.0,33.0,30.0,21.0,12.0,14.0,10.0,25.0,10.0,32.0,17.0,37.0,19.0,23.0,8.0,28.0,18.0,27.0,3.0,4.0,28.0,11.0,17.0,6.0,9.0,98.0,4.0,112.0,65.0,8.0,11.0,16.0,23.0,10.0,47.0
456,456,2016-09-29,40.0,24.0,3.0,19.0,9.0,15.0,28.0,44.0,34.0,25.0,6.0,4.0,4.0,5.0,33.0,25.0,15.0,8.0,20.0,13.0,22.0,16.0,11.0,19.0,36.0,13.0,49.0,18.0,21.0,10.0,20.0,10.0,6.0,13.0,17.0,41.0,10.0,7.0,34.0,5.0,41.0,102.0,18.0,13.0,8.0,10.0,33.0,25.0
457,457,2016-09-30,19.0,24.0,4.0,15.0,1.0,20.0,30.0,70.0,28.0,25.0,8.0,14.0,12.0,12.0,35.0,16.0,15.0,14.0,21.0,12.0,31.0,14.0,18.0,27.0,28.0,9.0,35.0,8.0,41.0,8.0,14.0,4.0,14.0,40.0,22.0,33.0,8.0,8.0,32.0,2.0,86.0,34.0,18.0,12.0,102.0,6.0,12.0,39.0
458,458,2016-10-01,14.0,94.0,1.0,15.0,6.0,27.0,83.0,29.0,50.0,25.0,27.0,20.0,1.0,17.0,33.0,42.0,56.0,10.0,10.0,7.0,50.0,15.0,16.0,21.0,15.0,17.0,43.0,10.0,28.0,11.0,11.0,0.0,8.0,40.0,21.0,44.0,4.0,9.0,37.0,11.0,79.0,30.0,11.0,7.0,16.0,43.0,8.0,34.0
459,459,2016-10-02,13.0,18.0,3.0,12.0,4.0,15.0,46.0,64.0,23.0,30.0,8.0,5.0,5.0,10.0,36.0,47.0,86.0,7.0,8.0,6.0,11.0,16.0,20.0,14.0,22.0,10.0,17.0,8.0,21.0,5.0,10.0,6.0,8.0,68.0,15.0,51.0,8.0,11.0,68.0,9.0,70.0,393.0,6.0,15.0,98.0,18.0,11.0,54.0
460,460,2016-10-03,12.0,20.0,6.0,23.0,0.0,59.0,20.0,62.0,47.0,20.0,9.0,14.0,5.0,6.0,21.0,43.0,21.0,5.0,13.0,21.0,26.0,15.0,13.0,16.0,17.0,21.0,12.0,9.0,39.0,5.0,10.0,0.0,14.0,34.0,34.0,94.0,4.0,14.0,52.0,5.0,70.0,29.0,6.0,4.0,131.0,25.0,11.0,41.0
461,461,2016-10-04,14.0,18.0,6.0,17.0,4.0,28.0,10.0,33.0,24.0,17.0,10.0,15.0,4.0,3.0,19.0,15.0,18.0,6.0,13.0,9.0,31.0,16.0,17.0,19.0,14.0,14.0,16.0,11.0,24.0,9.0,11.0,5.0,11.0,19.0,16.0,8.0,3.0,6.0,40.0,5.0,20.0,29.0,7.0,24.0,78.0,10.0,8.0,96.0
462,462,2016-10-05,10.0,16.0,6.0,20.0,9.0,15.0,11.0,27.0,37.0,25.0,6.0,12.0,4.0,11.0,33.0,54.0,19.0,9.0,12.0,10.0,14.0,37.0,13.0,22.0,18.0,10.0,65.0,12.0,23.0,6.0,10.0,3.0,11.0,27.0,40.0,73.0,2.0,8.0,25.0,8.0,25.0,140.0,11.0,11.0,13.0,13.0,10.0,27.0
463,463,2016-10-06,26.0,38.0,3.0,26.0,6.0,18.0,28.0,42.0,19.0,29.0,20.0,8.0,10.0,5.0,18.0,15.0,28.0,4.0,15.0,59.0,21.0,31.0,9.0,23.0,34.0,6.0,43.0,14.0,20.0,13.0,10.0,2.0,11.0,15.0,63.0,43.0,3.0,9.0,50.0,4.0,169.0,60.0,7.0,11.0,15.0,12.0,12.0,31.0
464,464,2016-10-07,13.0,54.0,5.0,11.0,8.0,16.0,10.0,68.0,19.0,19.0,6.0,6.0,5.0,3.0,30.0,16.0,24.0,0.0,12.0,14.0,41.0,25.0,15.0,26.0,15.0,15.0,59.0,9.0,23.0,10.0,12.0,2.0,3.0,20.0,14.0,25.0,7.0,14.0,66.0,5.0,53.0,101.0,10.0,16.0,55.0,6.0,11.0,37.0
465,465,2016-10-08,22.0,29.0,11.0,13.0,13.0,78.0,27.0,20.0,28.0,18.0,9.0,40.0,3.0,7.0,17.0,48.0,42.0,8.0,15.0,10.0,29.0,24.0,11.0,16.0,23.0,24.0,70.0,15.0,25.0,8.0,19.0,3.0,9.0,19.0,17.0,24.0,12.0,16.0,104.0,5.0,48.0,71.0,24.0,17.0,13.0,7.0,22.0,33.0
